"belgium","To evade French defenders, the Germans attacked France through this country in both World Wars"
"khartoum","The Blue and White Niles meet at this city where Gen. ""Chinese"" Gordon met death"
"peru","Callao, the port of Lima, handles about 3/4 of this country's imports"
"beringsea","The Kamchatka Peninsula separates the Sea of Okhotsk from this sea named for a Dane"
"pretoria","The administrative capital of South Africa was the capital of the former province of Transvaal"
"urals","Much of this range that begins in the Arctic and divides Asia and Europe is less than 1,000 meters in height"
"stendhal","There's a museum dedicated to this author of ""The Red and the Black"" in Grenoble, his birthplace"
"mountfuji","Each year over 50,000 pilgrims climb to the summit of this Japanese volcano"
"southamerica","This continent's Guiana Highlands, which consist of open grasslands and tropical forests, are thinly populated"
"deadsea","The Al Lisan Peninsula separates this saltiest body of water on Earth into northern and southern basins"
"egypt","On 3/21/99 Bertrand Piccard and Brian Jones landed in this country as the first hot-air balloonists to circle the Earth"
"rhine","This river is navigable from Basel, Switzerland to its mouth at the North Sea"
"southafrica","Cape Town in this country lies on Table Bay"
"colombia","A world famous orchid garden is located in the city of Medellin in this country"
"canberra","The name of this Australian capital is from an aboriginal word for ""meeting place"
"tagus","The Jarama and Alagon are among the chief tributaries of this river that flows across Spain and Portugal"
"mediterraneansea","At its widest north-south point, this large sea stretches 1,000 miles from Libya in Africa to Croatia in Europe"
"bosnia","This country's highest peak, 7,828' high Mount Maglic, is located about 50 miles southeast of Sarajevo"
"luxembourg","This European grand duchy has 2 distinct land regions: the Ardennes and the Bon Pays"
"guyana","The King George VI falls drop 1,600 feet in this small South American country"
"blacksea","The Kerch Strait connects the Sea of Azov and this larger sea"
"africa","The land closest to zero longitude, zero latitude and zero altitude, Cape Three Points is found on this continent"
"hartzmountains","Brocken is the highest peak in this German mountain range known for its canaries"
"newzealand","This country's 2nd-highest peak is Mt. Tasman on South Island"
"deadsea","The lowest land point on Earth is the shore of this body of water"
"peloponnesus","In medieval times, this southern peninsula of Greece was known as Morea"
"andorra","At about 175 miles, it's Europe's westernmost landlocked country"
"rockymountains","Important mining centers in this range include Leadville, Colorado and Kimberley, British Columbia"
"komodo","Since 1980 most of this Indonesian island known for its giant monitor lizards has been a national park"
"hungary","Pest is this European country's most popular county"
"mountaconcagua","In 1897 Swiss climber Mattias Zurbriggen became the first to scale this Argentinian peak"
"everest","Until this peak was scaled in 1953, Annapurna was the highest mountain climbed"
"simonbolivar","The largest state in Venezuela is named for this man, the country's liberator"
"galilee","Israel's northernmost region; Jesus spent most of his life there"
"chile","The world's largest deposit of sodium nitrate is found in the Atacama Desert in this country"
"somalia","This country's coastline, on the Gulf of Aden and the Indian Ocean, is the longest on the African continent"
"dominicanrepublic","Hispaniola is an island comprised of Haiti and this other nation"
"africa","Continent with the most square miles of dry desert"
"manitoba","Of Alberta, Saskatchewan, or Manitoba, the 1 Canadian Prairie Province that is not landlocked"
"indonesia","The only Southeast Asian country with any part lying south of the Equator"
"nigeria","This former British colony, which gained independence in 1960, is the most populous country in Africa"
"hudsonbay","James Bay, in Ontario and Quebec, is the southern arm of this larger bay"
"wales","Among its political divisions are Powys, Cardiff and Swansea"
"antwerp","The name of this large port city on Western Europe's Schelde River literally means ""at the wharf"
"kashmir","Located in a disputed region, India's northernmost state is Jammu and this"
"mexico","The Colorado River provides much of the border between this country's Baja California Norte and Sonora"
"ganges","The Hooghly, a tributary of this river, passes through Calcutta on its way to the Bay of Bengal"
"java","This island is home to most of Indonesia's major citites, including Jakarta"
"tegucigalpa","This Honduran capital is one of the few capitals in the world without a railroad"
"africa","Cape Agulhas near the Cape of Good Hope is this continent's southernmost point"
"canberra","The central part of this Australian capital is divided into 2 sections by Lake Burley Griffin"
"iceland","Surtsey, a volcanic island of this country, was named for Surtur, a mythical god of fire"
"balkanpeninsula","The European part of Turkey lies entirely on this peninsula"
"india","With a population of more than 190 million, Uttar Pradesh is this country's largest state"
"greenland","Nuuk is the oldest Danish settlement on this island; it's also the capital"
"mackenzieriver","Named for an explorer (not the brothers, eh?), this longest river in Canada empties into the Beaufort Sea"
"lesotho","Under British rule, this small country that's surrounded by South Africa was known as Basutoland"
"caicos","A popular Caribbean destination is the paired island groups of Turks and this"
"guam","The promotional slogan of this territory is ""Where America's Day Begins"
"germany","Bavaria, this country's southernmost state, is also its largest in area"
"yangtze","Asia's longest river, it's called ""China's fortune"" because of its fertile soil and economic importance"
"iceland","This small island nation in the North Atlantic has more than 100 volcanoes"
"montreal","763-foot Mount Royal stands in the center of this Canadian city"
"tagus","Deep granite gorges of this river have led some to call it ""the crease in the map of Spain"
"andes","The world's highest city of over 1 million people sits at about 12,000 feet in these mountains"
"sahara","More than 80% of Algeria is covered by this desert"
"wales","Gwynedd and Clwyd are the northernmost counties in this country, part of the United Kingdom"
"bolivia","Part of this South American country's city of La Paz lies in a canyon carved by the La Paz River"
"riyadh","This city became the capital of the Saud dynasty in the early 1800s"
"lebanon","Bordered by Syria and Israel, this small country is only 135 miles long and 35 miles wide"
"nepal","Sherpas and gurkhas lurka in Pokhara in this country"
"ireland","A national monument in Cork, the second city of this country, honors the Rebellion of 1798"
"africa","Less than 5,000 square miles in area, The Gambia is the smallest independent mainland country on this continent"
"israel","Lake Hula is not in Hawaii but just west of the Golan Heights in this country"
"thames","English towns include Stratford-on-Avon, Stoke-on-Trent and Henley-on- this river"
"gander","This small Newfoundland city is a major air traffic control center for north Atlantic flights"
"orientalparaguay","The Paraguay River divides Paraguay into 2 major regions:  Occidental Paraguay and this"
"greenland","The Denmark Strait is located between Iceland and this Danish possession"
"genoa","Cristoforo Colombo Int'l Airport serves this city, Italy's busiest port"
"zaire","75 times the size of Belgium, the former Belgian Congo is now known by this name"
"peru","More American Indians live in this country on South America's Pacific coast than any other"
"brazil","This country's 26 states include Para, Pernambuco and Amazonas"
"canada","London is this country's tenth most populous metropolitan area; Hamilton and Edmonton are larger"
"pyrenees","The Cinca River in northeastern Spain rises in these mountains"
"mountararat","This Turkish mountain was first climbed in modern times in 1829, long after Noah"
"albania","If Italy's boot kicked backwards, it would hit this country whose capital is Tirane"
"antarctica","Even without its ice, this continent would have the highest average altitude"
"cairo","Ancient Egyptians never lived in this city near the Nile delta; Moslems founded it in 969 A.D."
"wales","Principality that calls itself Cymru, it juts westward from England into the Irish Sea"
"labradorpeninsula","Though Canada's Newfoundland province is named for the island, most of it is on this peninsula"
"argentina","This country contains South America's highest and lowest points"
"mexico","Puerto Varas is in Chile and Puerto Vallarta is in this country"
"greenland","Part of the Northwest Passage, the Davis Strait separates Canada's Baffin Island from this Danish one"
"mindanao","About 65% of the Philippines' total land area is divided between Luzon and this island"
"lhasa","The Potala, the former palace of the Dalai Lama, is a landmark of this Tibetan city"
"paris","This capital is located at the head of ship navigation on the Seine River"
"persiangulf","Bandar-E Khomeini, Iran and Manama, Bahrain are chief ports on this gulf"
"newzealand","The Antipodes and Auckland Islands are part of this Southern Hemisphere nation"
"somalia","Located on the Horn of Africa, this country is that continent's easternmost extension"
"vietnam","A controversial war was fought by the U.S. in the '60s and '70s in this country once divided into north and south halves"
"morocco","You can get to this northwesternmost African nation by crossing the Strait of Gibraltar"
"tasmania","Hobart is the capital city of this island state of Australia"
"beirut","This Lebanese capital is connected by highway to Baghdad and Damascus"
"scotland","You can use your head to figure out that Dunnet Head is this U.K. country's northernmost mainland port"
"zagreb","This Croat capital was formerly Yugoslavia's second largest city"
"algiers","Al-Jaza'ir isn't a TV network but the Arabic name for this capital city in north Africa"
"philippines","The Luzon Strait separates Taiwan from this country to the south"
"sicily","This large island forms an autonomous region of Italy along with smaller islands, like Pantelleria"
"caribbean","The gulf of Venezuela, bordering Venezuela and Colombia, is an inlet of this sea"
"lebanon","Asia's 2 smallest mainland nations are Qatar at 4,473 square miles and this country west of Syria at 4,015 square miles"
"vienna","Once the seat of the Holy Roman Empire, it's now the capital of Austria"
"mediterraneansea","The Ionian Sea and the Tyrrhenian Sea are parts of this larger sea"
"japan","Hokkaido is one of this country's main islands"
"melbourne","In Australia, this city is second only to Sydney in population"
"pyrenees","This mountain range separates Spain and France"
"caribbeansea","This sea is divided into the Yucatan, Cayman, Colombian, Venezuelan and Grenada basins"
"newzealand","Foveaux Strait separates Stewart Island from this country's South Island"
"blacksea","The Russians call this sea between Asia and Europe Chernoye More"
"indus","The ancient poets of India called this longest river of Pakistan ""King River"
"stpetersburg","A retirement city in Florida, or a retired capital of Russia"
"wales","This part of the United Kingdom is called ""Cymru"" in its native language"
"kualalumpur","Capital of Malaysia, it was once a Chinese tin-mining camp"
"cookislands","Avarua is the capital of these Pacific islands, which were named for an English captain"
"seine","The Marne joins this river at Paris"
"leningrad","This city, the Soviet Union's second largest, was founded at the mouth of the Neva River in 1703"
"yokohama","This port, Japan's second largest city, is only 20 miles from Tokyo"
"spain","Argentina declared its independence from this country in 1816"
"liechtenstein","The Rhine Valley occupies one-third of this 62-square-mile country; the Alps cover the rest"
"bhutan","King Jigme Singye Wangchuck rules this Himalayan country between India and Tibet"
"finland","In its native language, this heavily forested European country is known as Suomi"
"albania","Enver Hoxha ruled this Balkan country from 1944 until his death in 1985"
"brussels","This Belgian capital constitutes 1 of the country's 3 administrative regions"
"adriatic","Venice is known as the ""Queen Of"" this sea"
"pacific","Gilbertese, a Micronesian language, is widely spoken in Kiribati, an island country in this ocean"
"apennines","You'll find San Marino, one of the world's smallest countries, in these mountains"
"australia","Kangaroo Island is the 3rd largest offshore island of this country"
"israel","Judas trees grow on the northern slopes of this country's Mount Carmel National Park and Nature Reserves"
"greenwichengland","At the old observatory here you can stand with 1 foot in the eastern hemisphere and one in the western"
"italy","The southernmost glacier in Europe, the Calderone, is in this country's Apennine mountains"
"hamburg","This port city is West Germany's leading industrial center"
"luxembourg","Lutzelburg is an old name for the capital of this grand duchy"
"rhine","After entering Holland, this river divides into 3 branches: the Waal, the Lek and the Ijssel"
"yukon","Although British Columbia is Canada's only province on the Pacific, this territory is farther west"
"corsica","This French island in the Mediterranean was once ruled by the Bank of San Giorgio in Genoa"
"norway","Finland's northernmost point lies at its border with this country"
"southafrica","The Great Karroo and the Little Karroo are dry tablelands in this African country's Cape Mountains region"
"irishsea","The island of Anglesey, which the Welsh call Ynys Mon, lies off the northwest coast of Wales in this sea"
"lithuania","This Baltic country's major cities include Kaunas, Klaipeda and Vilnius"
"atacama","The only river in this Chilean desert to reach the sea is the Loa"
"alberta","The westernmost of Canada's prairie provinces, it's bordered on the west by British Columbia"
"greece","Corfu is the most northerly of this country's 7 main Ionian islands"
"netherlandsholland","Germany has Worms and this country that borders Germany has a district called Wormerveer"
"chile","Easter Island lies about 2,300 miles from this country that governs it"
"greenland","At one point, this largest island in the world is only about 10 miles from Canada"
"japan","Nippon is the native name for this country"
"indianocean","The Persian Gulf is an arm of the Arabian Sea, which is part of this ocean"
"philippines","In 1976 Manila replaced Quezon City as the official capital of this country"
"yucatanpeninsula","Belize and parts of Mexico and Guatemala are located on this peninsula"
"norway","It's the country where you'll find Cape Nordkyn, the northernmost point on the European mainland"
"naples","In ancient times this city in Campania was called Neapolis"
"gibraltar","In Arabic this British territory on Spain's southern coast is called Gebel-al-Tarik (Hill of Tarik)"
"blacksea","If you flew directly from the capital of Turkey to the capital of Ukraine, you'd have to cross this sea"
"belize","Victoria Peak is the highest point in this Central American country"
"hungary","This country's Lake Balaton, just southwest of Budapest, is central Europe's largest lake"
"andes","Peru's highest peaks, Huascaran and Yerupaja, lie in this range"
"india","Bhopal is the capital of this country's Madhya Pradesh state"
"nigeria","In 1991, after years of construction, the new city of Abuja replaced Lagos as this country's capital"
"greece","Of this country's hundreds of islands, Crete and Euboea are the 2 largest"
"italy","A 7-mile tunnel through Mont Blanc connects Chamonix, France to this country"
"ruhr","A German valley renowned for its coal deposits is named for this tributary of the Rhine"
"tagus","This river flows through Toledo, Spain on its westerly trip to the sea"
"iguazufalls","The name of this waterfall on the Brazil-Argentina border comes from a Guarani word for ""great water"
"mediterraneansea","It's the only body of water with shores on the continents of Asia, Africa and Europe"
"taiwan","The Republic of China is also known by this name, which is that of its main island"
"vietnam","In 1995 this country marked 20 years of reunification and the U.S. restored full diplomatic ties"
"india","The origins of Bangalore, a city in this country, go back to a mud fort erected in 1537"
"newbrunswick","Frederiction, the capital of this Canadian province, is named for a son of King George III"
"russia","The Tatar Strait separates Sakhalin Island and Siberia in this country"
"seoul","In Korean this South Korean capital's name means ""capital"
"mountetna","The base of this Sicilian volcano is about 100 miles in circumference"
"tagus","This river is only navigable for about 80 miles, from Lisbon to Abrantes, Portugal"
"balticsea","The Neman River, Lithuania's longest, begins in Belarus and empties into this sea"
"siberia","Russia's Lena River lies within this large, cold eastern region of the country"
"scotland","Loch Ness and Loch Lochy form much of this country's Caledonian Canal"
"newzealand","This country's Chatham Islands are inhabited primarily by Maoris"
"hudsonbay","Nastapoka and Hopewell, islands of Canada's Northwest Territories, hug the eastern shore of this bay"
"mexico","This country's Cancun resort lies on a barrier island once inhabited by Maya Indians"
"mediterraneansea","Libya's Gulf of Sidra is the southernmost point of this huge sea"
"india","This country's Krishna and Godavari rivers lie on the Deccan plateau"
"jutlandpeninsula","Little Belt is a strait that separates the island of Fyn from this Danish peninsula"
"venezuela","La Guajira Peninsula is shared by Colombia and this neighbor to the east"
"switzerland","Ticino is this country's southernmost canton"
"netherlands","This European country's highest point is Vaalserberg which rises 1,053 feet near Maastricht"
"iceland","This European island nation's largest lake is Thingvallavatn in the southwest"
"orinoco","This Venezuelan river empties into the Atlantic Ocean near Trinidad"
"france","While most of Lake Geneva is in Switzerland, its southern shore lies in this country"
"jerusalem","This capital city is situated in the Judean Hills"
"australia","Botany Bay is on the southeast coast of this country and Geographe Bay is on the southwest coast"
"antarctica","At 16,800 feet, Vinson Massif is the highest point on this continent"
"suriname","The name of this smallest South American country can be spelled with or without an e"
"france","Marseille, this country's main seaport, is on its Mediterranean coast"
"argentina","The Casa Rosada, residence of this country's president, stands on the Plaza de Mayo in Buenos Aires"
"greenland","Natives of this largest island call it Kalaallit Nunaat"
"pacific","The Kuril Islands separate the Sea of Okhotsk from this ocean"
"kazakhstan","Uzbekistan shares the inland Aral Sea with this neighboring ""Stan"" to the north"
"moscow","This capital city lies on the broad and shallow plain formed by the Moskva River and tributaries"
"casablanca","You must remember this is the most populous city in Morocco, but Rabat is the capital"
"northamerica","With less than 10% of the world's population, this continent creates more than 1/3 of its manufactures"
"indianocean","The Red Sea is considered an arm of this ocean"
"congo","There used to be 2 countries with this name; now there's only 1 and its capital is Brazzaville"
"copenhagen","The Rue de Rivoli is in Paris and the Gardens of Tivoli are in this Danish capital"
"switzerland","Like the city of Bern, the Bernese Alps are in this country"
"blackforest","The famous spa town of Baden-Baden lies in this ""dark"" wooded region of Germany"
"hollandnetherlands","South America's Cape Horn was named for the city of Hoorn in this country"
"stthomas","Charlotte Amalie, the capital of the U.S. Virgin Islands, is located on this island"
"lochness","Much of Scotland's Caledonian Canal is formed by Loch Lochy and this other ""monstrous"" loch"
"volga","In ancient times, this ""mother"" river of Russia was known as the Rha"
"elsalvador","Although it's Central America's smallest country in area, it's in the top 3 by population"
"reunion","Have a family get-together in the Indian Ocean on this French island which was once known as Bourbon Island"
"queenvictoria","Melbourne is in the Australian state named for this woman, a friend of Viscount Melbourne"
"brazil","Paulistas live in a large city in this large South American country"
"toledo","You can enter this European city via the Puerta de Bisagra and its U.S. namesake via Exit 64 on the Ohio Turnpike"
"kenya","It's Africa's highest mount that shares its name with a country"
"grandcanal","This Chinese canal begins at Beijing and ends 1,100 miles later at the port of Hangzhou"
"alps","If you're out in this European mountain range you may find the Inn Valley"
"bavaria","Bayern is the German name of this German state known for its beer"
"sweden","Though Bornholm is a Danish island, it's much closer to this Scandinavian country than to Denmark"
"irishsea","An island called the Calf of Man lies southwest of the Isle of Man in this sea"
"tahiti","At 7,339 feet, Mount Orohena on this island is the highest point in the Society Islands"
"nile","Tha main part of Cairo lies on 2 islands and the East Bank of this river"
"india","The Thar Desert occupies a part of Pakistan and much of this country's Haryana and Rajasthan states"
"irishsea","This body of water borders the northern coast of Wales"
"victoria","The capitals of British Columbia, Hong Kong and the Seychelles share this name"
"jutland","Denmark's highest point, Yding Skovhoj, rises only 568 feet on this peninsula"
